,date,shcode,doYD,dhYD,dlYD,dcYD,ihYD,ilYD,volYD,mdvYD,msvYD,mdcYD,mscYD,closeYD,doTD,dhTDbf,dlTDbf,ihTDbf,ilTDbf,volTDbf,mdvTDbf,msvTDbf,mdcTDbf,mscTDbf,iBID,tBID,prcBID,gcut,lcut,iASK0,tASK0,prcASK0,profit0,iASK1,tASK1,prcASK1,profit1,iASK2,tASK2,prcASK2,profit2,hname,profit
3734,20250613,080530,0,0.015,-0.044,-0.018,428,154,215664,126679,87991,298,341,1518,0.027,0.027,-0.041,0,45,50832,29175,21657,99,38,16,93900,1511,0.071,0.05,699,153000,1475,-0.02383,699,153000,1475,-0.02383,699,153000,1475,-0.02383,코디,-0.02383
3733,20250613,080470,0.014,0.022,0.003,0.007,589,98,8292,5798,2120,59,44,4315,0.016,0.022,-0.049,0,36,7659,4851,2808,46,37,22,94200,4260,0.074,0.05,83,101230,4045,-0.05047,699,153000,4090,-0.03991,83,101230,4085,-0.04108,성창오토텍,-0.05047
3732,20250613,065060,-0.021,-0.013,-0.09,-0.085,129,8,734150,436419,266386,2373,2402,1730,0.013,0.074,-0.021,6,47,100391,61186,39205,297,244,34,94800,1768,0.097,0.058,699,153000,1703,-0.03676,699,153000,1703,-0.03676,699,153000,1703,-0.03676,지엔코,-0.03676
3731,20250613,052400,-0.001,0.006,-0.052,-0.042,6,655,715789,498975,197550,8645,7693,68500,0.026,0.035,-0.026,3,27,210440,129544,80896,3051,2393,172,105700,69400,0.063,0.05,699,153000,69800,0.00576,699,153000,69800,0.00576,699,153000,69800,0.00576,코나아이,0.00576
3730,20250613,010580,0.009,0.3,0.008,0.3,123,23,7186438,3840609,3216553,13718,16424,1638,0.045,0.096,0.002,6,39,2476256,1419907,1056349,5179,5412,521,135130,1736,0.093,0.056,541,140130,1899,0.09389,546,140400,1931,0.11233,534,135800,1867,0.07546,에스엠벡셀,0.09389
3729,20250613,006980,0,0.014,-0.005,0.009,257,136,6511,2943,3520,102,96,18410,-0.002,-0.002,-0.06,0,17,976,673,64,53,9,21,94130,17980,0.062,0.05,699,153000,18030,0.00278,699,153000,18030,0.00278,699,153000,18030,0.00278,우성,0.00278
3728,20250613,005810,-0.013,0.019,-0.029,0.014,535,0,141497,61929,66376,1715,2188,39750,0.084,0.121,0.026,2,19,171359,100911,70448,2116,1677,17,93930,43050,0.092,0.055,42,95200,47050,0.09292,43,95230,47850,0.1115,42,95200,46250,0.07433,풍산홀딩스,0.09292
3727,20250613,004920,0.001,0.1,0.001,0.048,10,0,436452,245677,183473,801,843,1516,-0.003,0.009,-0.059,16,39,41759,27526,14233,163,120,6,93400,1491,0.072,0.05,323,121230,1416,-0.0503,698,152000,1401,-0.06036,29,94530,1431,-0.04024,씨아이테크,-0.0503
3726,20250613,003530,-0.004,0.223,-0.009,0.142,513,4,31248549,14672979,16199333,38807,55502,6350,-0,0.002,-0.055,0,41,2068946,1413625,655321,3070,2516,14,93800,6230,0.06,0.05,398,125000,5920,-0.04976,398,125000,5860,-0.05939,264,114300,5980,-0.04013,한화투자증권,-0.04976
3725,20250613,019990,0.063,0.225,0.03,0.079,215,3,6451152,3231461,3071700,24026,26545,7910,0.028,0.03,-0.032,0,40,147825,102712,45113,751,409,149,104530,7940,0.064,0.05,699,153000,7750,-0.02393,699,153000,7750,-0.02393,699,153000,7750,-0.02393,에너토크,-0.02393
3724,20250613,012700,-0.01,0.01,-0.038,-0.01,20,607,2570747,1468705,906866,5760,6068,6030,-0.015,-0.013,-0.07,0,29,384919,280171,104748,964,686,214,111800,5850,0.061,0.05,699,153000,5750,-0.01709,699,153000,5750,-0.01709,699,153000,5750,-0.01709,리드코프,-0.01709
3723,20250613,011320,0.008,0.017,-0.004,0.017,755,16,43504,16631,23775,104,150,3905,-0.006,-0.003,-0.061,1,6,15145,14005,1140,83,37,161,105130,3850,0.063,0.05,699,153000,3895,0.01169,699,153000,3895,0.01169,699,153000,3895,0.01169,유니크,0.01169
3722,20250612,417860,0.152,0.3,0.08,0.3,24,7,337990,231600,66911,1940,1134,16120,0.169,0.172,0.006,0,44,275652,179248,96404,2777,2098,4,93300,17410,0.12,0.072,231,112630,16150,-0.07237,699,153000,16980,-0.0247,160,105100,16410,-0.05744,오브젠,-0.07237
3721,20250612,332570,0.013,0.298,0.004,0.298,748,1,17775119,9233706,8269193,21491,24739,3590,-0.004,0.096,-0.006,49,6,7964534,3571566,4147449,9804,11441,22,94200,3785,0.102,0.061,699,153000,3690,-0.0251,699,153000,3690,-0.0251,699,153000,3690,-0.0251,PS일렉트로닉스,-0.0251
3720,20250612,307870,0,0.099,-0.016,0.099,759,16,523093,187098,321938,451,875,1110,0.018,0.072,0.001,9,10,164484,84233,80251,181,187,459,132030,1151,0.071,0.05,699,153000,1135,-0.0139,699,153000,1135,-0.0139,699,153000,1135,-0.0139,비투엔,-0.0139
3719,20250612,298060,-0.002,0.05,-0.002,0.024,5,0,53037,17678,19108,140,159,843,0.211,0.23,0.027,0,46,1239906,750163,469259,1230,1782,143,104230,934,0.12,0.072,699,153000,896,-0.04069,699,153000,896,-0.04069,280,115100,880,-0.05782,에스씨엠생명과학,-0.04069
3718,20250612,114450,0.005,0.299,-0.01,0.299,700,7,8378137,4131478,4125546,18225,19916,4065,0.005,0.033,-0.058,9,28,1175562,740274,435288,2515,2323,325,121330,4055,0.097,0.058,699,153000,4000,-0.01356,699,153000,4000,-0.01356,334,121800,4370,0.07768,그린생명과학,-0.01356
3717,20250612,097800,-0.002,0.11,-0.002,0.092,409,0,1666617,485305,1087015,759,1635,544,-0.004,0.064,-0.004,14,0,621822,379764,242058,394,464,262,114200,565,0.068,0.05,699,153000,551,-0.02478,699,153000,551,-0.02478,699,153000,551,-0.02478,윈팩,-0.02478
3716,20250612,052690,0.007,0.026,-0.009,0.016,690,6,1360603,685910,649702,9288,11781,71400,0.108,0.174,0.099,13,1,2497408,1205681,1291727,25123,26372,12,93700,81700,0.068,0.05,91,101630,87300,0.06854,93,101730,88400,0.08201,88,101500,86200,0.05508,한전기술,0.06854
3715,20250612,083660,0,0.02,-0.057,0.001,491,133,240675,123231,112529,713,848,1129,-0.004,0.062,-0.013,18,19,30151,13933,16218,139,146,88,101500,1170,0.076,0.05,614,143800,1260,0.07692,699,153000,1253,0.07094,613,143730,1243,0.06239,CSA 코스믹,0.07692
3714,20250612,025620,0.003,0.074,-0.018,0.053,700,387,145840,71274,72122,749,916,9020,-0.013,-0.004,-0.074,13,48,41100,31766,9334,216,136,545,140330,8750,0.075,0.05,699,153000,8600,-0.01714,699,153000,8600,-0.01714,699,153000,8600,-0.01714,제이준코스메틱,-0.01714
3713,20250612,044490,0.002,0.09,-0.015,-0.007,35,524,1788345,1041464,692106,11713,11416,29100,0.077,0.131,0.06,8,4,830233,382054,448179,5937,6515,48,95500,32100,0.066,0.05,72,100700,34250,0.06698,231,112630,34700,0.081,70,100600,33850,0.05452,태웅,0.06698
3712,20250612,036000,-0.036,0.3,-0.038,0.23,671,0,5669954,2935705,2470174,10773,10884,4040,-0.022,0.045,-0.025,32,0,301322,154482,146840,807,821,24,94300,4095,0.071,0.05,699,153000,4130,0.00855,699,153000,4130,0.00855,699,153000,4130,0.00855,예림당,0.00855
3711,20250612,033340,-0.012,0.058,-0.03,0.015,337,184,12947118,6418475,5413929,10713,11233,1209,0.227,0.233,0.132,0,15,14190439,7892909,6297530,10719,10664,12,93700,1426,0.09,0.054,576,141900,1349,-0.054,579,142030,1334,-0.06452,463,132230,1364,-0.04348,좋은사람들,-0.054
3710,20250612,026040,-0.012,0.014,-0.052,-0.028,331,42,994269,486653,333488,3174,3522,3185,0.141,0.148,0.077,0,3,1257810,652732,605078,2498,2417,11,93630,3565,0.066,0.05,35,94830,3385,-0.05049,192,110700,3350,-0.06031,16,93900,3420,-0.04067,제이에스티나,-0.05049
3709,20250612,019990,0.008,0.044,-0.003,0.037,132,10,360932,173605,168961,1164,1449,7330,0.042,0.146,0.041,17,0,1560838,747933,812905,5461,6253,78,101000,8120,0.101,0.061,154,104800,8950,0.10222,699,153000,7910,-0.02586,151,104630,8790,0.08251,에너토크,0.10222
3708,20250612,000440,-0.001,0.005,-0.001,0,1,332,4760,3167,1423,110,90,13370,0.148,0.215,0.142,5,0,224015,123688,100327,2893,2470,20,94100,15870,0.064,0.05,633,144730,16900,0.0649,634,144800,17100,0.0775,633,144730,16700,0.0523,중앙에너비스,0.0649
3707,20250611,900120,0,0.172,0,0.052,546,0,37989025,17448399,19548046,19555,12074,61,0.049,0.18,0.033,34,0,10858074,4311449,6069554,2637,1275,0,93100,69,0.12,0.072,665,150330,64,-0.07246,699,153000,65,-0.05797,501,134130,65,-0.05797,씨엑스아이,-0.07246
3706,20250611,412350,0.016,0.041,0.003,0.021,39,0,74871,44208,30351,276,358,3460,0.061,0.064,0.003,0,44,54916,38727,16189,250,156,191,110630,3590,0.061,0.05,699,153000,3490,-0.02786,699,153000,3490,-0.02786,699,153000,3490,-0.02786,레이저쎌,-0.02786
3705,20250611,323230,-0.795,-0.795,-0.888,-0.882,0,660,21033258,81313,61676,12,21,19,-0.105,-0.105,-0.158,0,50,1612305,0,0,0,0,239,113030,18,0.062,0.05,240,113100,20,0.11111,240,113100,20,0.11111,240,113100,20,0.11111,엠에프엠코리아,0.11111
3704,20250611,308100,0.003,0.003,-0.062,-0.06,0,706,430379,309031,111160,1177,1049,3050,0.054,0.075,-0.011,1,37,282580,199937,82643,880,544,16,93900,3135,0.088,0.053,668,150500,2965,-0.05423,699,153000,2960,-0.05582,558,141000,3000,-0.04306,형지글로벌,-0.05423
3703,20250611,294570,-0.035,-0.02,-0.116,-0.081,1,188,926157,528673,350074,8822,8793,32900,-0.006,0.009,-0.053,2,17,131825,88380,43445,1464,1070,279,115030,32400,0.066,0.05,699,153000,32100,-0.00926,699,153000,32100,-0.00926,699,153000,32100,-0.00926,쿠콘,-0.00926
3702,20250611,290690,0.298,0.298,0.187,0.284,0,145,19572810,12739978,6681549,31322,25745,5540,0.108,0.152,0.043,2,40,2427982,1447744,980238,6155,6307,40,95100,6120,0.104,0.062,147,104430,5740,-0.06209,148,104500,5660,-0.07516,143,104230,5810,-0.05065,소룩스,-0.06209
3701,20250611,288620,0,0.084,-0.004,0.012,121,35,346334,183855,159481,2376,2310,11560,0.005,0.011,-0.066,6,18,14244,7323,6921,218,197,30,94600,11540,0.082,0.05,699,153000,11590,0.00433,699,153000,11590,0.00433,699,153000,11590,0.00433,에스퓨얼셀,0.00433
3700,20250611,36328K,0.165,0.298,0.009,0.122,12,294,1615953,883956,666938,16776,17842,5980,-0.09,0.084,-0.122,15,2,213646,107454,99291,2565,3390,61,100130,5980,0.12,0.072,543,140230,5550,-0.07191,628,144500,5460,-0.08696,481,133130,5630,-0.05853,티와이홀딩스우,-0.07191
3699,20250611,322000,-0.011,0.009,-0.036,-0.026,470,25,677416,379810,280967,7308,7039,47750,0.089,0.129,0.047,3,26,881255,456566,424689,7871,7311,13,93730,52400,0.078,0.05,125,103330,49750,-0.05057,699,153000,50900,-0.02863,109,102530,50300,-0.04008,HD현대에너지솔루션,-0.05057
3698,20250611,226440,-0.959,-0.959,-0.966,-0.966,0,60,25414224,4298,0,24,0,52,-0.096,-0.096,-0.173,0,50,1794218,0,0,0,0,239,113030,46,0.093,0.056,299,120030,51,0.1087,299,120030,52,0.13043,299,120030,50,0.08696,한송네오텍,0.1087
3697,20250611,201490,-0.005,0.299,-0.005,0.299,120,0,15967532,8753264,7126929,16899,18424,2490,0.06,0.074,-0,2,10,3185031,1980139,1204892,3686,3821,8,93500,2600,0.074,0.05,699,153000,2535,-0.025,699,153000,2535,-0.025,689,151530,2495,-0.04038,미투온,-0.025
3696,20250611,122690,0.004,0.038,0.004,0.038,467,0,89355,57830,29510,170,383,2455,0.157,0.157,0.008,0,10,50078,27462,14987,185,143,55,95830,2710,0.12,0.072,699,153000,2720,0.00369,699,153000,2720,0.00369,699,153000,2720,0.00369,서진오토모티브,0.00369
3695,20250611,110020,-0.015,-0.015,-0.112,-0.096,0,563,259237,184136,72413,684,491,3810,-0.029,0.03,-0.03,21,0,20750,9881,10869,86,79,446,131400,3835,0.062,0.05,699,153000,3925,0.02347,699,153000,3925,0.02347,699,153000,3925,0.02347,전진바이오팜,0.02347
3694,20250611,103140,0.021,0.167,0.017,0.167,760,0,2586700,1048675,1487044,34425,39616,77000,0.078,0.123,0.045,4,37,578767,348414,230353,8559,7692,629,144530,84200,0.075,0.05,699,153000,84200,0,699,153000,84200,0,699,153000,84200,0,풍산,0
3693,20250611,090370,0,0.026,-0.018,-0.002,0,436,28553,20056,6746,135,97,1443,0.019,0.06,-0.009,18,2,16360,5426,10934,38,40,15,93830,1488,0.07,0.05,699,153000,1433,-0.03696,699,153000,1433,-0.03696,119,103030,1428,-0.04032,메타랩스,-0.03696
3692,20250611,089150,0.017,0.034,-0.084,-0.052,0,23,2534395,1498722,913964,14347,14671,4355,-0.047,0.064,-0.048,22,0,1201252,631756,569496,2825,3113,14,93800,4420,0.118,0.071,127,103430,4945,0.11878,129,103530,5060,0.1448,97,101930,4840,0.09502,케이씨티,0.11878
3691,20250611,065060,-0.001,0.097,-0.089,-0.089,8,760,2098153,1212823,845114,5371,5798,1694,0.145,0.145,0.012,0,47,635736,416558,219178,2546,2769,397,124930,1838,0.12,0.072,699,153000,1890,0.02829,699,153000,1890,0.02829,404,125300,1732,-0.05767,지엔코,0.02829
3690,20250611,053300,0.028,0.059,-0.074,-0.013,5,21,10492827,5075448,4306597,19824,22227,7700,-0.017,0.122,-0.018,24,0,5829970,2663003,2898894,13490,15537,19,94030,8200,0.12,0.072,120,103100,9190,0.12073,138,104000,9390,0.14512,119,103030,9000,0.09756,한국정보인증,0.12073
3689,20250611,052400,-0.036,-0.027,-0.112,-0.047,0,26,2474735,1377334,1057150,28435,30769,71300,0.042,0.049,-0.038,1,16,373254,234309,138945,4848,4536,362,123200,72600,0.09,0.054,699,153000,71500,-0.01515,699,153000,71500,-0.01515,699,153000,71500,-0.01515,코나아이,-0.01515
3688,20250611,043200,0.006,0.034,0.006,0.006,120,0,1249551,1561,11694,3,12,1288,0.258,0.3,0.188,5,43,11641675,6850131,4791544,10495,10912,53,95730,1619,0.026,0.05,499,134030,1663,0.02718,501,134130,1671,0.03212,82,101200,1554,-0.04015,파루,0.02718
3687,20250611,039560,-0.01,0.017,-0.024,0.004,639,63,182984,99859,69120,424,421,2890,0.042,0.118,0.04,9,0,269641,131391,138250,872,915,69,100530,3100,0.075,0.05,699,153000,3095,-0.00161,699,153000,3095,-0.00161,699,153000,3095,-0.00161,다산네트웍스,-0.00161
3686,20250611,036120,-0,0.048,-0.012,0.022,122,38,795369,414297,349172,1067,1009,2550,0.071,0.104,0.01,0,50,767797,444502,323295,1456,1652,432,130700,2710,0.093,0.056,699,153000,2695,-0.00554,699,153000,2695,-0.00554,699,153000,2695,-0.00554,서울평가정보,-0.00554
3685,20250611,03481K,0.001,0.065,-0.03,-0.001,8,193,14756,8447,5940,266,293,7950,0.001,0.039,-0.02,2,30,2381,1187,1194,54,55,630,144600,8090,0.06,0.05,699,153000,8160,0.00865,699,153000,8160,0.00865,699,153000,8160,0.00865,해성산업1우,0.00865
3684,20250611,019660,0,0.048,0,0.027,480,0,40453,18997,16461,204,161,2880,0.01,0.069,-0.028,11,22,19480,12129,7351,77,73,449,131530,3010,0.1,0.06,699,153000,3050,0.01329,699,153000,3050,0.01329,699,153000,3050,0.01329,글로본,0.01329
3683,20250610,487570,0.005,0.062,0.005,0.062,760,1,125109,0,0,0,0,65600,0.114,0.152,-0.018,1,14,212803,131307,79888,4296,3298,192,110700,71200,0.12,0.072,473,132730,66100,-0.07163,540,140100,65000,-0.08708,448,131500,67100,-0.05758,HS효성,-0.07163
3682,20250610,462860,0.02,0.273,0.005,0.237,735,16,38327176,18046693,19280383,42861,52759,3395,0,0.013,-0.066,0,11,3462732,2229781,1232951,4328,4004,15,93830,3330,0.085,0.051,699,153000,3330,0,699,153000,3330,0,699,153000,3330,0,더즌,0
3681,20250610,373170,0.008,0.026,-0.003,0.023,344,75,15427,6621,7759,135,222,8930,-0.012,0.03,-0.037,18,15,2991,1860,880,44,31,623,144230,8980,0.07,0.05,699,153000,8790,-0.02116,699,153000,8790,-0.02116,699,153000,8790,-0.02116,엠아이큐브솔루션,-0.02116
3680,20250610,377300,0.076,0.299,0.058,0.299,125,0,3276130,1537314,1690785,29723,26923,49500,0.151,0.156,0.071,0,13,1962811,1095745,867066,21089,15501,2,93200,55100,0.079,0.05,699,153000,57400,0.04174,699,153000,57400,0.04174,699,153000,57400,0.04174,카카오페이,0.04174
3679,20250610,36328K,0.012,0.3,0.012,0.3,157,0,608012,318905,265934,3899,4294,5330,0.278,0.298,0.169,2,50,307206,186461,120745,2565,2423,439,131030,6680,0.029,0.05,458,132000,6350,-0.0494,479,133030,6280,-0.05988,444,131300,6850,0.02545,티와이홀딩스우,-0.0494
3678,20250610,168330,0.012,0.299,-0.008,0.299,745,8,3186778,1467717,1601966,10567,13142,4300,0.042,0.042,-0.03,0,50,103605,0,0,0,0,179,110030,4365,0.074,0.05,699,153000,4275,-0.02062,699,153000,4275,-0.02062,699,153000,4275,-0.02062,내츄럴엔도텍,-0.02062
3677,20250610,18064K,-0.033,0.008,-0.099,-0.096,21,729,73893,48092,22048,1261,1019,42500,0.013,0.014,-0.052,2,18,12705,7628,5077,263,165,15,93830,42450,0.069,0.05,699,153000,42300,-0.00353,699,153000,42300,-0.00353,699,153000,42300,-0.00353,한진칼우,-0.00353
3676,20250610,125020,0.005,0.019,-0.039,-0.016,5,103,1844639,1072613,696613,3710,4409,6230,0.096,0.122,0.042,2,49,2652846,1490447,1162399,7692,8121,268,114500,6790,0.077,0.05,699,153000,6650,-0.02062,699,153000,6650,-0.02062,487,133430,6520,-0.03976,티씨머티리얼즈,-0.02062
3675,20250610,094480,0.109,0.3,0.094,0.3,62,6,13307465,6195681,7025441,49915,46753,12150,0.021,0.021,-0.07,0,17,3326959,2038459,1273101,9225,10033,89,101530,12020,0.098,0.059,699,153000,12850,0.06905,699,153000,12850,0.06905,699,153000,12850,0.06905,갤럭시아머니트리,0.06905
3674,20250610,084110,0.008,0.087,-0.036,0.043,639,104,131742,50335,80149,2034,1512,52800,0.002,0.023,-0.049,2,40,22091,12627,9464,425,314,421,130130,53200,0.076,0.05,699,153000,52800,-0.00752,699,153000,52800,-0.00752,699,153000,52800,-0.00752,휴온스글로벌,-0.00752
3673,20250610,071460,-0.91,-0.884,-0.914,-0.904,120,300,21993151,66454,21770,11,23,59,-0.102,-0.102,-0.186,0,50,2013775,0,0,0,0,119,103030,52,0.104,0.063,179,110030,49,-0.05769,179,110030,48,-0.07692,179,110030,49,-0.05769,위니아,-0.05769
3672,20250610,065060,0.136,0.235,-0.111,-0.081,4,749,4039313,2350158,1446317,10693,11913,1860,0.072,0.081,0.008,0,47,576031,393332,182699,1493,1269,7,93430,1954,0.072,0.05,71,100630,1856,-0.05015,106,102400,1837,-0.05988,43,95230,1876,-0.03992,지엔코,-0.05015
3671,20250610,064260,0.196,0.299,0.191,0.299,8,1,30928496,15149624,15609397,45274,46979,4565,0.124,0.154,0.065,5,13,8882909,4814823,4068086,15017,14915,13,93730,5120,0.084,0.051,174,105800,4860,-0.05078,587,142430,5650,0.10352,144,104300,4910,-0.04102,다날,-0.05078
3670,20250610,060370,0.095,0.296,0.069,0.269,545,6,6166767,2938013,3134525,31550,37311,25950,0.195,0.196,0.056,0,27,1470131,888224,569124,10364,8791,53,95730,29050,0.12,0.072,699,153000,28500,-0.01893,699,153000,28500,-0.01893,699,153000,28500,-0.01893,LS마린솔루션,-0.01893
3669,20250610,058450,-0.009,0.007,-0.041,-0.039,2,425,39803,25902,10479,96,80,1082,0.063,0.079,0.017,9,31,15781,6611,9170,22,25,59,100030,1141,0.061,0.05,699,153000,1144,0.00263,699,153000,1144,0.00263,699,153000,1144,0.00263,한주에이알티,0.00263
3668,20250610,053300,0.126,0.299,0.103,0.26,699,4,27001030,12841026,12991841,51995,62923,7800,-0.004,0.01,-0.074,1,11,2250010,1338980,826809,4941,4274,578,142000,7630,0.091,0.055,699,153000,7700,0.00917,699,153000,7700,0.00917,699,153000,7700,0.00917,한국정보인증,0.00917
3667,20250610,046440,0.024,0.068,0.014,0.057,286,0,398098,188170,200286,1187,1304,4800,0.041,0.048,-0.031,0,15,135745,82757,52988,527,319,32,94700,4865,0.082,0.05,699,153000,4870,0.00103,699,153000,4870,0.00103,699,153000,4870,0.00103,KG모빌리언스,0.00103
3666,20250610,007160,0.075,0.16,0.066,0.151,32,0,119565,55184,60955,2189,2491,64200,0.062,0.137,0.039,32,6,46073,18678,27395,693,777,222,112200,70300,0.094,0.057,449,131530,66300,-0.0569,455,131830,65500,-0.06828,430,130600,67100,-0.04552,사조산업,-0.0569
3665,20250610,003535,0.043,0.144,0.043,0.137,60,0,64983,72,0,2,0,7950,0.018,0.048,-0.013,3,28,26286,17087,9199,158,158,11,93630,8160,0.061,0.05,699,153000,8310,0.01838,699,153000,8310,0.01838,699,153000,8310,0.01838,한화투자증권우,0.01838
3664,20250610,021080,0.036,0.071,0.01,0.036,517,693,3129399,1575404,1479413,3874,4253,3000,-0.027,0.013,-0.052,0,21,232230,157898,74332,365,259,25,94330,2925,0.069,0.05,699,153000,3020,0.03248,699,153000,3020,0.03248,699,153000,3020,0.03248,에이티넘인베스트,0.03248
3663,20250610,002220,-0.035,-0.02,-0.078,-0.056,0,301,534252,312206,189842,698,841,2550,0.035,0.098,0.024,15,50,280123,146444,120517,532,537,215,111830,2710,0.073,0.05,699,153000,2785,0.02768,699,153000,2785,0.02768,226,112400,2600,-0.04059,한일철강,0.02768
3662,20250610,001290,-0.005,0.045,-0.005,0.009,180,0,1419996,253,1510,1,3,801,0.071,0.115,0.025,43,4,4081169,2189479,1891690,4637,4603,1,93130,866,0.088,0.053,59,100030,820,-0.05312,69,100530,811,-0.06351,58,100000,829,-0.04273,상상인증권,-0.05312
3661,20250609,950220,-0.014,0.028,-0.032,0.001,30,538,1431003,767316,610954,1629,1304,1181,0.036,0.071,0.01,5,41,970519,428612,541907,745,733,581,142130,1229,0.06,0.05,699,153000,1260,0.02522,699,153000,1260,0.02522,606,143400,1289,0.04882,네오이뮨텍,0.02522
3660,20250609,435570,0.006,0.3,-0.026,0.3,627,10,4884529,2460814,2360377,34949,37156,17960,0.042,0.077,0.014,14,10,743958,404667,339291,8833,8291,5,93330,18850,0.062,0.05,291,115630,20050,0.06366,304,120300,20300,0.07692,285,115330,19800,0.0504,에르코스,0.06366
3659,20250609,389260,-0.023,0.17,-0.029,0.143,579,4,3342801,1581706,1703877,24178,29469,27500,0.009,0.065,-0,7,1,267729,127444,140285,2248,2112,97,101930,28400,0.065,0.05,139,104030,30300,0.0669,139,104030,30650,0.07923,137,103930,29900,0.05282,대명에너지,0.0669
3658,20250609,369370,0.054,0.287,-0.029,-0.013,15,753,4179095,2150112,1811941,14241,16530,1534,-0.01,-0.002,-0.065,9,32,94696,73183,21513,287,138,49,95530,1495,0.067,0.05,699,153000,1493,-0.00134,699,153000,1493,-0.00134,699,153000,1493,-0.00134,블리츠웨이엔터테인먼,-0.00134
3657,20250609,313760,-0.007,0.034,-0.032,-0.031,237,421,67449,41080,25348,337,220,4835,0.01,0.016,-0.046,0,45,17930,13062,4868,139,41,335,121830,4800,0.064,0.05,699,153000,4740,-0.0125,699,153000,4740,-0.0125,533,135730,4605,-0.04063,캐리,-0.0125
3656,20250609,193250,0.014,0.027,-0.02,0.008,214,12,767050,435386,307167,486,739,517,-0.01,0.079,-0.023,31,2,319601,103486,144873,168,148,5,93330,528,0.105,0.063,215,111830,584,0.10606,699,153000,559,0.05871,214,111800,573,0.08523,링크드,0.10606
