,date,shcode,etf,gubun,ytDiffO,ytDiffH,ytDiffL,ytDiff,ytClose,ytVolume,ytULPi,tdSDiff,tdOpen,noNEWS,30m(MAX),30m(MAXi),30m(MIN),30m(MINi),30m(CLOSE),value
636,2023-11-23,097780,0,2,0.0933,0.2992,0.0933,0.1265,1220,18156198,8,0.018,1242,0,0.0582,4,-0.059,59,-0.059,-0.05
635,2023-11-23,094860,0,2,0.0069,0.3,0.0069,0.3,377,16823532,236,0.1989,452,1,0.1989,0,0.0822,7,0.122,-0.06414213028609572
634,2023-11-23,058400,0,2,-0.0009,0.1626,-0.0137,0.1324,1240,47183254,-1,0.0,1240,1,0.0403,59,-0.0323,6,0.0363,0.0
633,2023-11-23,051980,0,2,0.0358,0.2382,0.0058,0.1909,2265,9310913,-1,0.0066,2280,0,0.0375,41,-0.0265,7,0.0022,0.0
632,2023-11-23,050090,0,2,-0.0019,0.2993,-0.0146,0.2993,1337,3417716,478,0.0075,1347,0,0.264,17,0.0075,0,0.1623,0.0
631,2023-11-23,03481K,0,2,0.0113,0.1765,-0.0011,0.112,9830,80111,-1,0.0,9830,0,0.0092,51,-0.0336,39,0.0081,0.0
630,2023-11-23,030350,0,2,0.0137,0.2376,0.0137,0.1504,673,24674644,-1,0.0104,680,4,0.0624,9,-0.0342,34,-0.0119,-0.022070467141726002
629,2023-11-23,214390,0,1,0.0102,0.2415,-0.0147,0.2415,10950,4195847,-1,-0.0868,10000,0,-0.0594,52,-0.1096,21,-0.0913,0.0
628,2023-11-23,033250,0,1,-0.0187,0.2183,-0.0187,0.1716,3140,32455629,-1,-0.0127,3100,1,0.0143,2,-0.0318,35,-0.0032,0.0
627,2023-11-23,024720,0,1,-0.0015,0.2352,-0.0137,0.1472,7560,6012371,-1,-0.0132,7460,0,0.0,3,-0.0503,36,-0.0463,0.0
626,2023-11-23,014915,0,1,0.0,0.2843,0.0,0.199,7170,10807,-1,0.0,7170,0,0.0,0,0.0,0,0.0,0.0
625,2023-11-23,010100,0,1,-0.0103,0.1578,-0.0162,0.118,7580,4855615,-1,0.0,7580,0,0.1293,54,-0.0026,0,0.1108,0.0
624,2023-11-23,004835,0,1,0.0,0.3,0.0,0.3,6240,283867,66,0.2484,7790,0,0.2997,1,0.2115,1,0.2997,0.0
623,2023-11-23,004830,0,1,-0.0058,0.299,-0.0155,0.299,6690,8006362,118,0.1286,7550,9,0.2855,56,0.1271,0,0.275,0.09
622,2023-11-23,003280,0,1,0.0134,0.2989,0.0134,0.2989,2225,48382005,665,0.0921,2430,11,0.1506,51,0.0607,3,0.1281,0.032964014284406096
621,2023-11-23,001527,0,1,-0.0082,0.2996,-0.0082,0.2996,14270,114377,480,-0.089,13000,0,-0.089,0,-0.089,0,-0.089,0.0
620,2023-11-23,001525,0,1,0.013,0.2993,0.013,0.2993,6990,158804,540,-0.123,6130,0,-0.123,0,-0.123,0,-0.123,0.0
619,2023-11-22,440320,0,2,0.0,0.2681,0.0,0.2045,9660,12750523,-1,-0.0166,9500,10,0.0031,0,-0.0238,4,-0.0031,0.0
618,2023-11-22,430690,0,2,0.0207,0.2781,-0.0047,0.1822,19980,2642862,-1,-0.0245,19490,2,0.0761,19,-0.0265,1,0.0035,0.0
617,2023-11-22,419080,0,2,0.0,0.1731,0.0,0.1662,15160,756846,-1,-0.0106,15000,0,-0.0007,3,-0.033,58,-0.0317,0.0
616,2023-11-22,389470,0,2,-0.0107,0.1593,-0.0363,0.1401,16030,3712066,-1,-0.0212,15690,14,0.0062,18,-0.0299,1,-0.0119,0.0
615,2023-11-22,377460,0,2,0.0892,0.2998,0.0259,0.2998,2055,9889897,28,0.0949,2250,0,0.1849,4,0.0657,39,0.0925,-0.0021919810028312448
614,2023-11-22,299660,0,2,0.0,0.1414,0.0,0.1364,4500,337897,-1,-0.0256,4385,6,-0.0044,26,-0.0389,1,-0.0333,0.0
613,2023-11-22,204840,0,2,0.0107,0.21,0.0107,0.1333,1700,6750181,-1,-0.0176,1670,1,0.0053,11,-0.0312,47,-0.02,0.0
612,2023-11-22,187790,0,2,0.1835,0.3,0.111,0.1118,1412,19762229,9,-0.0177,1387,8,-0.0007,0,-0.0418,53,-0.0375,0.0
611,2023-11-22,187220,0,2,0.218,0.3,0.198,0.3,6500,7502179,12,0.0846,7050,0,0.0954,0,-0.0092,8,0.0077,-0.07090171491794206
610,2023-11-22,148930,0,2,-0.0016,0.2995,-0.0078,0.2137,7780,2421572,574,0.0463,8140,0,0.0501,0,-0.0308,29,-0.0231,-0.05
609,2023-11-22,148150,0,2,0.0388,0.1845,0.0341,0.141,17070,1420478,-1,-0.01,16900,3,0.0082,25,-0.0205,2,-0.0117,0.0
608,2023-11-22,133750,0,2,0.0339,0.2486,0.0301,0.1186,2970,33385752,-1,-0.0067,2950,13,0.0286,8,-0.0101,39,0.0017,0.0
607,2023-11-22,115450,0,2,0.0,0.1512,-0.0208,0.1276,4065,1533176,-1,-0.016,4000,0,-0.0037,1,-0.0332,48,-0.0308,0.0
606,2023-11-22,115180,0,2,0.0,0.2723,-0.0353,0.1081,5330,2194599,-1,-0.0094,5280,0,0.0319,4,-0.0375,17,-0.0263,0.0
605,2023-11-22,102370,0,2,0.0091,0.2642,-0.0026,0.1813,4560,6756023,-1,0.0548,4810,3,0.1272,54,0.0154,27,0.0987,0.041619264315509996
604,2023-11-22,094360,0,2,0.048,0.2878,0.048,0.2542,26150,6319635,-1,-0.0191,25650,10,-0.0019,3,-0.0268,15,-0.0172,0.0
603,2023-11-22,084440,0,2,0.0053,0.2044,-0.0187,0.2044,1803,1707754,-1,0.173,2115,3,0.2257,2,0.0987,19,0.1231,-0.042540494458653044
602,2023-11-22,071460,0,2,-0.0025,0.2802,-0.0249,0.1046,887,21041243,-1,0.0068,893,7,0.0699,7,-0.0846,41,-0.053,0.0
601,2023-11-22,066360,0,2,0.0227,0.2884,0.0037,0.2204,1667,6675617,-1,0.015,1692,5,0.03,0,-0.0306,12,0.0018,-0.013004926108374226
600,2023-11-22,064480,0,2,0.0,0.2151,0.0,0.1306,7360,6224382,-1,0.0054,7400,15,0.0109,11,-0.019,59,-0.019,0.0
599,2023-11-22,063170,0,2,0.0119,0.2132,0.0119,0.1331,10470,3555190,-1,0.0,10470,2,0.0239,55,-0.0181,19,0.0153,0.0
598,2023-11-22,048530,0,2,0.0071,0.2542,-0.0198,0.2429,8800,19611632,-1,-0.0205,8620,5,-0.0011,14,-0.0307,39,-0.0284,0.0
597,2023-11-22,033230,0,2,0.1369,0.2242,0.0952,0.1012,2775,14813114,-1,0.0108,2805,7,0.0523,14,0.0072,0,0.0216,0.010684606252473472
596,2023-11-22,023790,0,2,0.0,0.2452,-0.015,0.1547,1620,3012568,-1,0.0,1620,0,0.013,0,-0.0414,10,-0.0333,0.0
595,2023-11-22,014470,0,2,0.0274,0.1671,0.0078,0.1097,4250,58458587,-1,-0.0071,4220,6,0.0247,52,-0.0212,6,0.02,0.0
594,2023-11-22,013720,0,2,0.0,0.1327,-0.0122,0.1049,1907,1818823,-1,-0.0052,1897,3,0.0047,31,-0.0509,3,-0.0052,0.0
593,2023-11-22,000250,0,2,0.0,0.2785,0.0,0.1329,71600,2489218,-1,-0.0014,71500,5,0.0251,20,-0.014,59,-0.014,0.0
592,2023-11-22,450080,0,1,0.0,0.2988,0.0,0.2988,96500,16367328,28,-0.0021,96300,1,0.1181,59,-0.0259,0,0.1181,0.0
591,2023-11-22,403550,0,1,0.0007,0.1436,-0.0042,0.1259,15920,640405,-1,-0.0063,15820,3,0.0082,46,-0.0245,2,0.0,0.0
590,2023-11-22,100220,0,1,0.0538,0.2998,0.0195,0.1487,5020,7076159,216,-0.009,4975,2,0.0239,10,-0.0129,1,-0.005,0.0
589,2023-11-22,011155,0,1,0.0277,0.2993,0.0277,0.2993,25350,20281,420,0.0789,27350,0,0.0789,0,0.0789,0,0.0789,0.0
588,2023-11-22,009440,0,1,-0.0163,0.2119,-0.0341,0.1037,3725,6958257,-1,-0.0107,3685,5,0.0711,35,-0.0309,3,0.0094,0.0
587,2023-11-22,000227,0,1,0.2293,0.2994,0.2293,0.2994,17230,52457,60,0.1985,20650,0,0.1985,0,0.1985,0,0.1985,0.0
586,2023-11-22,000225,0,1,0.0389,0.3,0.0222,0.3,7020,1891442,728,0.0755,7550,0,0.1795,40,0.0057,1,0.0983,0.09
585,2023-11-21,450520,0,2,0.0,0.2388,-0.015,0.2238,19580,2437711,-1,0.0546,20650,0,0.0725,6,0.0097,43,0.024,-0.02901574056514311
584,2023-11-21,440320,0,2,-0.0097,0.2998,-0.0178,0.2998,8020,3905720,128,0.1534,9250,10,0.1808,7,0.111,1,0.1397,-0.011877926131437566
583,2023-11-21,440110,0,2,-0.01,0.1032,-0.0162,0.1032,19770,2191537,-1,0.0005,19780,3,0.047,44,-0.0303,1,0.0268,0.0
582,2023-11-21,424960,0,2,-0.0223,0.1518,-0.0318,0.124,14140,3667056,-1,-0.0106,13990,7,0.087,50,-0.0233,2,0.0686,0.0
581,2023-11-21,419530,0,2,-0.0049,0.2338,-0.0049,0.1798,21850,1357341,-1,-0.0114,21600,8,0.0046,35,-0.0183,15,-0.0069,0.0
580,2023-11-21,419080,0,2,0.0086,0.1638,0.0,0.1207,13000,441872,-1,0.0031,13040,0,0.0423,57,0.0,0,0.0385,0.0
579,2023-11-21,407400,0,2,0.0021,0.117,-0.0053,0.117,10500,3371012,-1,-0.02,10290,8,-0.0124,46,-0.0333,2,-0.0181,0.0
578,2023-11-21,389470,0,2,0.0,0.2472,0.0,0.132,14060,4206579,-1,-0.0171,13820,14,-0.0057,4,-0.037,15,-0.0171,0.0
577,2023-11-21,383930,0,2,0.2295,0.2997,0.1455,0.1455,6690,8962409,6,0.0419,6970,7,0.0837,13,-0.0404,22,0.0135,-0.05
576,2023-11-21,376980,0,2,-0.0136,0.2997,-0.0136,0.2997,11450,2284794,748,0.0393,11900,0,0.0873,5,0.0218,6,0.0349,-0.004233618781872339
575,2023-11-21,370090,0,2,0.0169,0.1138,0.0169,0.1031,35850,887333,-1,-0.0084,35550,7,0.0404,40,-0.0181,2,0.0223,0.0
574,2023-11-21,340360,0,2,-0.0022,0.1958,-0.0168,0.1632,2145,2064698,-1,-0.007,2130,2,0.0256,13,-0.0163,2,0.0163,0.0
573,2023-11-21,311390,0,2,-0.0042,0.1693,-0.0155,0.1509,8160,438849,-1,-0.0208,7990,0,0.0,5,-0.0392,1,0.0,0.0
572,2023-11-21,293580,0,2,0.0377,0.1234,0.0155,0.1057,1496,11128997,-1,-0.0194,1467,1,-0.0134,0,-0.0668,39,-0.0602,0.0
571,2023-11-21,290690,0,2,-0.0007,0.139,-0.0007,0.108,15700,293234,-1,-0.0172,15430,3,0.0051,8,-0.0255,33,-0.0051,0.0
570,2023-11-21,246720,0,2,0.0092,0.1118,-0.0413,0.1026,7200,120066,-1,0.0014,7210,0,0.0667,29,0.0,15,0.0403,0.0
569,2023-11-21,228670,0,2,0.0301,0.1574,0.0301,0.1273,24350,980873,-1,-0.0062,24200,1,0.0554,23,-0.0062,0,0.0472,0.0
568,2023-11-21,227610,0,2,-0.0047,0.1502,-0.0094,0.1127,2370,1028542,-1,-0.0042,2360,5,0.0232,24,-0.038,56,-0.0316,0.0
567,2023-11-21,208640,0,2,-0.0247,0.158,-0.0272,0.1037,447,9427520,-1,-0.0089,443,0,0.0112,29,-0.0358,9,-0.0134,0.0
566,2023-11-21,187220,0,2,0.0805,0.2987,0.074,0.2987,5000,3016385,50,0.22,6100,0,0.3,8,0.192,5,0.224,0.0
565,2023-11-21,078590,0,2,0.0284,0.2128,0.0284,0.1454,646,37660246,-1,0.0155,656,0,0.0604,2,-0.065,21,0.0077,-0.05
564,2023-11-21,069920,0,2,0.005,0.196,0.0034,0.1859,3540,286703,-1,0.0155,3595,0,0.0155,0,-0.0339,47,-0.0071,-0.022255046774987797
563,2023-11-21,069410,0,2,0.0,0.243,-0.0114,0.1768,5690,8444251,-1,0.0105,5750,1,0.0141,0,-0.0527,48,-0.0316,-0.05
562,2023-11-21,065570,0,2,0.0088,0.1537,0.0088,0.1378,3220,748091,-1,0.0,3220,0,0.0078,0,-0.0217,17,-0.0078,0.0
561,2023-11-21,065170,0,2,-0.0041,0.2981,-0.0062,0.2215,590,21661040,528,-0.0492,561,0,-0.0356,0,-0.0814,12,-0.0712,0.0
560,2023-11-21,045510,0,2,0.0704,0.194,0.0689,0.1146,1488,2651695,-1,0.0,1488,0,0.0094,1,-0.037,54,-0.0302,0.0
559,2023-11-21,041920,0,2,0.0013,0.2995,-0.0546,0.2995,10240,26442126,743,-0.0381,9850,0,-0.0371,0,-0.1338,27,-0.1162,0.0
558,2023-11-21,038010,0,2,0.0463,0.2241,0.0317,0.179,9680,5287801,-1,-0.0103,9580,9,0.0031,12,-0.0207,42,-0.0114,0.0
557,2023-11-21,014470,0,2,0.1559,0.2985,0.1459,0.2703,3830,25394625,79,0.0274,3935,6,0.0888,20,0.0013,7,0.0339,0.006326649795600492
556,2023-11-21,014190,0,2,0.0,0.1897,-0.0006,0.1158,1753,5616887,-1,0.0006,1754,0,0.0006,0,-0.0302,14,-0.0051,0.0
555,2023-11-21,007390,0,2,0.018,0.1662,0.0097,0.1357,8200,3233766,-1,-0.0049,8160,2,0.0171,16,-0.0061,0,0.0061,0.0
554,2023-11-21,700020,2,1,0.0,0.1072,0.0,0.1072,59975,3524,-1,0.0,59975,0,0.0123,30,0.0,0,0.0123,0.0
553,2023-11-21,610041,2,1,0.0805,0.1011,0.0769,0.1011,12310,117220,-1,0.0158,12505,0,0.0199,0,0.0158,0,0.0158,0.0
552,2023-11-21,580046,2,1,0.0,0.1033,0.0,0.1033,59510,5237,-1,0.0218,60810,0,0.0227,39,0.0184,27,0.0211,-0.0006850655705619157
551,2023-11-21,570084,2,1,0.0909,0.1035,0.0825,0.1035,53805,17506,-1,0.0202,54890,0,0.0203,2,0.0157,32,0.02,-0.00019603999215833667
550,2023-11-21,550075,2,1,0.0,0.1099,0.0,0.1099,60075,148,-1,0.0,60075,0,0.0,0,0.0,0,0.0,0.0
549,2023-11-21,530102,2,1,0.0932,0.1051,0.0845,0.1051,58075,131310,-1,0.0192,59190,0,0.0236,3,0.0166,34,0.0202,0.0009811616954473745
548,2023-11-21,520059,2,1,0.0,0.1097,0.0,0.1097,59400,8,-1,0.0,59400,0,0.0232,28,0.0,0,0.0232,0.0
547,2023-11-21,520009,2,1,0.0816,0.1002,0.0744,0.1002,7685,268130,-1,0.0182,7825,0,0.0202,18,0.0182,0,0.0195,0.0012767629149479376
546,2023-11-21,500074,2,1,0.0922,0.1121,0.0468,0.1121,59780,711,-1,0.0217,61080,0,0.0217,0,0.0159,11,0.0182,-0.003425663110502186
545,2023-11-21,454910,0,1,-0.0156,0.1887,-0.0195,0.1381,58500,9080472,-1,-0.0051,58200,12,0.0342,55,-0.0205,1,0.0256,0.0
544,2023-11-21,450080,0,1,0.0,0.299,0.0,0.299,74300,9253369,91,0.148,85300,1,0.2988,21,0.1225,0,0.2086,0.09
543,2023-11-21,241590,0,1,-0.0024,0.1193,-0.0133,0.1024,9150,1475528,-1,-0.0109,9050,0,-0.0044,3,-0.0317,35,-0.0284,0.0
542,2023-11-21,042660,0,1,0.0082,0.1306,0.0082,0.1204,27450,1486303,-1,0.0055,27600,17,0.0073,0,-0.0383,53,-0.0346,0.0
541,2023-11-21,014530,0,1,0.0523,0.1977,0.0523,0.1256,4840,13261539,-1,0.0021,4850,8,0.0093,59,-0.0196,13,0.0072,0.0
540,2023-11-21,012170,0,1,-0.0136,0.1325,-0.0227,0.1125,1226,3290784,-1,0.0033,1230,0,0.0579,19,0.0033,0,0.0253,0.0
539,2023-11-21,011810,0,1,-0.0179,0.1586,-0.0493,0.105,15470,10755960,-1,-0.011,15300,12,0.0388,41,-0.044,19,0.0168,0.0
538,2023-11-21,007110,0,1,0.0039,0.1194,-0.0039,0.1047,1129,4132849,-1,-0.0097,1118,2,0.0381,10,-0.0097,0,0.0089,0.0
537,2023-11-21,000227,0,1,0.0294,0.3,0.0294,0.3,13260,35609,300,0.2293,16300,0,0.2293,0,0.2293,0,0.2293,0.0
536,2023-11-21,000225,0,1,0.0151,0.2959,-0.0011,0.1663,5400,1318363,573,0.0167,5490,0,0.0944,18,0.0148,0,0.0648,0.047309924264778314
535,2023-11-20,383930,0,2,0.2243,0.2746,0.1342,0.2243,5840,7168526,-1,0.1901,6950,7,0.2997,2,0.1695,0,0.2997,0.06
534,2023-11-20,378340,0,2,-0.0063,0.1871,-0.032,0.1344,19830,4377257,-1,0.0111,20050,3,0.0262,6,-0.0267,40,-0.0146,-0.025417861734744363
533,2023-11-20,353590,0,2,-0.0052,0.2861,-0.0472,0.1378,8670,1214502,-1,-0.0311,8400,0,-0.0311,0,-0.0611,0,-0.0473,0.0
532,2023-11-20,348150,0,2,0.0,0.2303,-0.0288,0.1101,8870,4899750,-1,0.0259,9100,6,0.071,24,0.0056,14,0.0338,0.007700555609708504
531,2023-11-20,263050,0,2,-0.004,0.198,-0.014,0.102,2755,1428866,-1,-0.0036,2745,4,-0.0018,0,-0.0345,1,-0.029,0.0
530,2023-11-20,224060,0,2,-0.0125,0.2839,-0.0143,0.2446,6970,555564,-1,0.0387,7240,2,0.0402,0,-0.0502,37,-0.0416,-0.05
529,2023-11-20,215790,0,2,0.0,0.2,-0.005,0.2,1200,3700341,-1,-0.0117,1186,0,0.025,23,-0.0517,6,-0.025,0.0
528,2023-11-20,208640,0,2,0.0171,0.3,0.0029,0.1571,405,11136480,123,-0.0222,396,0,0.0,3,-0.0247,0,-0.0222,0.0
527,2023-11-20,204840,0,2,-0.0089,0.1755,-0.0201,0.1224,1394,6688810,-1,-0.0208,1365,1,0.0115,21,-0.038,1,-0.0029,0.0
526,2023-11-20,199800,0,2,0.1681,0.2983,0.1492,0.2983,61800,643125,101,0.0453,64600,4,0.1165,59,0.0259,27,0.0971,0.049555151631110794
525,2023-11-20,163730,0,2,0.0142,0.2963,-0.0142,0.2629,12490,5574399,648,0.0368,12950,0,0.1801,54,0.0368,0,0.1521,0.11120756172839497
524,2023-11-20,138360,0,2,0.0,0.2994,0.0,0.21,1354,18387797,15,-0.0052,1347,0,-0.0052,0,-0.0583,11,-0.0244,0.0
523,2023-11-20,121890,0,2,0.0024,0.2983,-0.0649,0.2792,2680,3284145,672,-0.0672,2500,0,-0.0261,21,-0.1399,2,-0.0914,0.0
522,2023-11-20,095700,0,2,0.0033,0.1783,-0.0055,0.1335,10360,6201252,-1,-0.0232,10120,0,-0.0125,2,-0.0463,45,-0.0319,0.0
521,2023-11-20,067770,0,2,0.0,0.2339,0.0,0.2183,3125,815911,-1,0.0016,3130,0,0.1808,25,0.0016,0,0.064,0.0
520,2023-11-20,050760,0,2,0.1438,0.2985,0.042,0.2985,2475,5835219,63,-0.0101,2450,1,-0.0101,0,-0.0929,28,-0.0747,0.0
519,2023-11-20,048530,0,2,0.1498,0.2431,0.1086,0.1239,7350,13393639,-1,0.0354,7610,5,0.068,12,0.0204,26,0.0367,0.0012555534093103837
518,2023-11-20,038290,0,2,0.0052,0.2977,0.0,0.2977,22450,2931947,700,-0.0156,22100,3,0.0,1,-0.0579,28,-0.0334,0.0
517,2023-11-20,032790,0,2,0.0,0.2995,0.0,0.2246,2290,15237545,83,0.059,2425,0,0.1507,2,0.0393,54,0.059,0.0
516,2023-11-20,500027,2,1,0.1053,0.1579,0.0526,0.1053,105,54625884,-1,-0.0476,100,0,-0.0476,0,-0.0952,3,-0.0476,0.0
515,2023-11-20,089590,0,1,0.0148,0.1248,0.0102,0.1044,11950,1468489,-1,-0.0017,11930,5,-0.0017,0,-0.0285,3,-0.0075,0.0
514,2023-11-20,011000,0,1,0.0066,0.1872,-0.0049,0.1264,3430,6094640,-1,-0.0117,3390,1,0.0,0,-0.0569,34,-0.0423,0.0
513,2023-11-20,003570,0,1,0.0014,0.1574,-0.0343,0.1123,15550,3981021,-1,-0.0135,15340,0,-0.0077,6,-0.0412,40,-0.0315,0.0
512,2023-11-20,003090,0,1,-0.0013,0.2549,-0.0105,0.1498,17500,3051791,-1,-0.0194,17160,0,-0.0194,0,-0.0497,10,-0.044,0.0
511,2023-11-20,000120,0,1,0.0164,0.1351,0.0126,0.1035,87400,464693,-1,0.0,87400,1,0.0355,56,-0.0103,18,0.0309,0.0
510,2023-11-17,424960,0,2,0.0038,0.2994,0.0038,0.2591,13120,5825729,75,-0.0008,13110,7,-0.0008,0,-0.0358,7,-0.0259,0.0
509,2023-11-17,405920,0,2,0.016,0.2989,0.016,0.2989,7300,2182236,104,0.0767,7860,2,0.1507,7,0.0288,1,0.0712,-0.005108200984489719
508,2023-11-17,403490,0,2,0.0,0.2553,-0.0024,0.1773,2490,30886587,-1,-0.0161,2450,2,0.002,3,-0.0542,22,-0.0522,0.0
507,2023-11-17,383930,0,2,0.0232,0.2997,0.0095,0.2997,4770,2863618,143,0.1845,5650,6,0.2579,0,0.1551,16,0.1719,0.06
506,2023-11-17,372320,0,2,-0.0104,0.2985,-0.0104,0.263,30250,6114661,169,-0.0182,29700,2,-0.0033,0,-0.0793,59,-0.076,0.0
505,2023-11-17,370090,0,2,0.0083,0.154,0.0083,0.1043,33350,1438080,-1,0.0225,34100,7,0.0225,0,-0.0015,29,0.0015,-0.020537897310513364
504,2023-11-17,299660,0,2,0.0093,0.1463,-0.0173,0.1117,4180,250956,-1,0.0,4180,6,0.0048,0,-0.0646,53,-0.0431,0.0
503,2023-11-17,276730,0,2,0.001,0.2994,0.001,0.2994,1250,23834328,716,0.0,1250,2,0.012,0,-0.0704,43,-0.0592,0.0
502,2023-11-17,241820,0,2,0.056,0.3,0.052,0.168,2920,11118864,25,0.024,2990,3,0.0685,2,-0.0188,29,-0.0034,-0.026757812499999978
501,2023-11-17,228670,0,2,0.0,0.1244,-0.0073,0.1049,22650,363124,-1,0.0,22650,1,0.0,0,-0.0265,24,-0.0199,0.0
500,2023-11-17,227100,0,2,0.0,0.153,0.0,0.1489,1983,612953,-1,0.054,2090,0,0.054,0,-0.0419,52,-0.0348,-0.08425047438330169
499,2023-11-17,226400,0,2,-0.0058,0.1279,-0.0058,0.1209,4820,766524,-1,-0.0093,4775,2,-0.0093,0,-0.0353,19,-0.0332,0.0
498,2023-11-17,203690,0,2,-0.0104,0.207,-0.0104,0.168,8970,458242,-1,-0.0401,8610,0,0.0479,25,-0.058,2,-0.0457,0.0
497,2023-11-17,197140,0,2,0.0137,0.1863,-0.0196,0.1824,6030,879094,-1,-0.0216,5900,0,-0.0116,0,-0.0796,25,-0.073,0.0
496,2023-11-17,192410,0,2,0.0076,0.1688,0.005,0.1083,440,5146548,-1,0.0,440,0,0.0023,0,-0.05,31,-0.0136,0.0
495,2023-11-17,142760,0,2,0.0664,0.2323,0.0177,0.1283,2550,12921883,-1,-0.0078,2530,0,0.0157,55,-0.0353,30,-0.002,0.0
494,2023-11-17,138360,0,2,-0.0058,0.2997,-0.0197,0.2997,1119,6519894,535,0.1582,1296,0,0.2994,10,0.1537,0,0.2458,0.09
493,2023-11-17,131290,0,2,0.0089,0.1505,-0.0011,0.1215,50300,482344,-1,-0.007,49950,2,0.0378,54,-0.008,0,0.0219,0.0
492,2023-11-17,098120,0,2,0.0662,0.252,0.0662,0.1578,12770,8222773,-1,0.018,13000,6,0.1472,20,0.007,1,0.0877,0.06846758349705295
491,2023-11-17,089970,0,2,0.0095,0.1648,-0.0022,0.1201,15290,311025,-1,-0.0105,15130,0,0.0379,31,-0.0242,22,0.0007,0.0
490,2023-11-17,089230,0,2,0.0053,0.2567,0.0053,0.1711,219,41064309,-1,0.0046,220,0,0.1005,4,0.0046,0,0.032,0.0
489,2023-11-17,078590,0,2,0.0275,0.2664,0.0106,0.167,552,49520374,-1,0.0054,555,0,0.0236,1,-0.0888,22,-0.0254,0.0
488,2023-11-17,065060,0,2,0.0281,0.1965,0.0281,0.1555,535,5464325,-1,0.0037,537,0,0.0243,0,-0.0467,14,-0.0355,0.0
487,2023-11-17,058470,0,2,0.0162,0.1882,0.0129,0.1462,169300,626129,-1,-0.0106,167500,1,0.0797,32,-0.0106,0,0.0567,0.0
486,2023-11-17,052300,0,2,0.0149,0.1071,0.0089,0.1042,371,2059696,-1,0.0,371,0,0.0216,2,-0.0216,50,-0.0162,0.0
485,2023-11-17,043650,0,2,0.0135,0.2089,-0.0019,0.1412,5900,6186230,-1,-0.0339,5700,2,-0.022,0,-0.0593,46,-0.0559,0.0
484,2023-11-17,042000,0,2,0.0,0.1606,-0.0062,0.1334,14610,1332534,-1,-0.0014,14590,2,0.0301,17,-0.0144,1,0.0123,0.0
483,2023-11-17,041920,0,2,-0.0046,0.1409,-0.0108,0.1161,7210,3965267,-1,-0.0194,7070,0,0.0069,15,-0.0291,11,-0.0153,0.0
482,2023-11-17,040300,0,2,0.0017,0.1704,-0.0103,0.1033,6410,4391647,-1,0.0078,6460,0,0.0265,41,-0.0281,23,0.0125,0.0
481,2023-11-17,039310,0,2,0.0196,0.1201,0.0196,0.1029,2250,137150,-1,0.0422,2345,1,0.0422,0,-0.0178,12,0.0089,-0.05
480,2023-11-17,021320,0,2,0.0,0.2676,-0.0084,0.1542,5500,1141789,-1,-0.0291,5340,0,0.0,15,-0.0527,7,-0.0255,0.0
479,2023-11-17,083420,0,1,0.0847,0.2365,0.0847,0.1095,7600,5569126,-1,-0.0105,7520,3,0.0092,4,-0.0368,24,-0.0303,0.0
478,2023-11-17,033250,0,1,0.0312,0.1583,-0.0083,0.1208,2690,27551796,-1,0.0037,2700,1,0.0297,13,-0.0223,28,-0.0112,0.0
477,2023-11-17,016880,0,1,0.136,0.2608,0.136,0.1748,1788,60184728,-1,0.061,1897,0,0.0738,0,-0.0095,28,-0.0017,-0.05909519321394907
476,2023-11-17,014130,0,1,0.1,0.2479,0.0208,0.1917,5720,2240975,-1,0.0927,6250,0,0.1801,2,0.0594,27,0.0699,-0.020865745401299485
475,2023-11-17,011155,0,1,0.0,0.1082,0.0,0.1082,21500,213,-1,0.0,21500,0,0.0,0,0.0,0,0.0,0.0
474,2023-11-17,007980,0,1,0.0684,0.299,0.0419,0.299,2450,27862642,629,0.1061,2710,0,0.1367,17,0.051,34,0.0673,-0.03507820269415074
473,2023-11-17,001060,0,1,0.0151,0.1285,0.0038,0.1285,29850,769404,-1,0.0067,30050,1,0.0084,0,-0.0285,11,-0.0184,0.0
472,2023-11-17,000325,0,1,0.0345,0.1638,0.0345,0.1552,67000,21408,-1,0.0,67000,0,0.0,0,0.0,0,0.0,0.0
471,2023-11-16,451760,0,2,-0.0019,0.2469,-0.0181,0.1708,18780,14357312,-1,-0.0224,18360,1,0.0836,54,-0.0266,0,0.0783,0.0
470,2023-11-16,445090,0,2,0.0802,0.2987,0.0566,0.2987,41300,4537899,331,0.0375,42850,1,0.0412,0,-0.0424,57,-0.0375,-0.05
469,2023-11-16,432720,0,2,0.0199,0.2023,0.0148,0.151,20200,1274637,-1,-0.0223,19750,0,0.005,41,-0.0342,3,-0.0099,0.0
468,2023-11-16,425420,0,2,0.0384,0.1498,0.005,0.1386,46000,440002,-1,0.0022,46100,15,0.0054,8,-0.0391,57,-0.037,0.0
467,2023-11-16,424980,0,2,0.0301,0.2488,0.0093,0.1345,14680,811904,-1,-0.0075,14570,1,0.0347,19,-0.0252,3,-0.0075,0.0
466,2023-11-16,413640,0,2,-0.0079,0.1283,-0.042,0.1283,14250,3547727,-1,-0.0428,13640,0,-0.0281,2,-0.0618,6,-0.0442,0.0
465,2023-11-16,355390,0,2,0.0307,0.1411,0.0061,0.1411,27900,239687,-1,0.0287,28700,2,0.0323,0,-0.0215,27,-0.0036,-0.03139885292116262
