,date,shcode,doYD,dhYD,dlYD,dcYD,ihYD,ilYD,volYD,mdvYD,msvYD,mdcYD,mscYD,closeYD,doTD,dhTDbf,dlTDbf,ihTDbf,ilTDbf,volTDbf,mdvTDbf,msvTDbf,mdcTDbf,mscTDbf,gcut,lcut,iBID,iASK,tBID,tASK,prcBID,prcASK,profit,hname
15,2025-05-28,125020,0.004,0.3,-0.025,0.3,604,5,18976895,9608348,9145690,41496,44315,7150,0.05,0.066,-0.0,3,29,3229888,2027882,1202006,11884,8365,0.066,0.05,269,459,114530,132030,7450,7080,-0.04966,티씨머티리얼즈
14,2025-05-28,115530,-0.028,0.004,-0.034,-0.009,87,2,675104,391805,263451,293,261,464,0.006,0.095,-0.0,29,50,301832,123632,178200,188,189,0.095,0.066,496,699,133900,153000,492,485,-0.01423,씨엔플러스
13,2025-05-28,18064K,-0.023,0.107,-0.08,0.024,253,30,305860,171646,126565,6542,6285,44100,0.0,0.063,-0.002,8,0,33212,17248,15964,1467,1460,0.066,0.05,18,35,94000,94830,45800,48850,0.06659,한진칼우
12,2025-05-28,101730,-0.007,0.023,-0.012,-0.003,0,75,34435,16986,13000,225,334,5950,0.064,0.151,0.054,16,1,256580,118812,133770,1219,1598,0.093,0.065,58,699,100000,153000,6630,6570,-0.00905,위메이드맥스
11,2025-05-28,090080,0.001,0.013,-0.08,-0.076,170,715,5895262,3351707,2358759,6337,6384,1458,-0.005,-0.005,-0.066,0,12,963955,592213,371742,1233,736,0.066,0.05,42,477,95200,132930,1417,1346,-0.05011,평화산업
10,2025-05-28,083660,-0.0,-0.0,-0.062,-0.032,0,318,178842,105325,72251,199,304,815,0.01,0.104,0.01,31,0,120868,34368,68182,122,224,0.094,0.065,13,219,93730,112030,871,954,0.09529,CSA 코스믹
9,2025-05-28,069540,0.0,0.297,-0.003,0.049,729,1,12709434,6259934,5324613,11775,12129,965,0.3,0.3,0.222,19,25,10010271,7431917,2578354,7391,5121,0.015,0.05,558,570,141000,141600,1226,1246,0.01631,빛과전자
8,2025-05-28,066910,0.037,0.037,-0.049,-0.02,0,598,414470,343499,65640,403,257,804,0.003,0.003,-0.099,0,34,207239,131930,65122,212,158,0.1,0.07,84,554,101300,140800,775,854,0.10194,손오공
7,2025-05-28,066790,-0.007,0.248,-0.015,0.154,251,9,25746265,13628054,11518833,30632,33555,1575,0.063,0.072,0.001,1,47,2459615,1601834,857781,4243,4033,0.072,0.05,219,565,112030,141330,1646,1563,-0.05043,씨씨에스
6,2025-05-28,056730,0.151,0.266,0.051,0.068,8,744,7284026,3999388,3060487,19145,19826,875,-0.054,-0.029,-0.085,25,5,201767,116988,84779,271,181,0.061,0.05,15,699,93830,153000,832,828,-0.00481,CNT85
5,2025-05-28,010770,0.009,0.033,-0.117,-0.103,225,651,3851213,2131570,1591421,11936,13661,8940,-0.024,-0.01,-0.092,0,48,566893,304677,262216,1921,1530,0.09,0.063,32,445,94700,131330,8580,8040,-0.06294,평화홀딩스
4,2025-05-28,037370,0.016,0.017,-0.017,-0.003,1,756,13869,10375,2523,87,67,5790,0.052,0.105,0.021,27,11,60081,28228,31853,310,393,0.083,0.058,21,699,94130,153000,6220,6140,-0.01286,EG
3,2025-05-28,037030,0.0,0.0,-0.017,-0.002,0,238,45154,25481,14855,134,155,2335,0.15,0.233,0.146,6,27,3178659,1625586,1407958,5920,6282,0.074,0.052,12,146,93700,104400,2805,2655,-0.05348,파워넷
2,2025-05-28,036630,-0.001,0.299,-0.02,0.299,520,8,2219346,1063000,1131110,6015,6480,5840,-0.055,0.134,-0.058,9,0,911390,416117,446763,3747,4455,0.1,0.07,4,110,93300,102600,6190,5760,-0.06947,세종텔레콤
1,2025-05-28,021880,-0.004,0.152,-0.016,0.024,149,107,36110944,19957002,15569015,18357,20190,505,0.012,0.071,0.01,12,0,2802505,1441805,1360700,2349,2381,0.061,0.05,120,699,103100,153000,530,522,-0.01509,메이슨캐피탈
0,2025-05-27,011080,-0.022,0.037,-0.07,-0.07,2,745,4454652,2840176,1364360,7874,5272,1780,0.118,0.146,0.051,0,24,3391143,2058240,1332903,4491,3904,0.09,0.063,457,672,131930,150700,1975,1850,-0.06329,형지I&C
