,date,shcode,doYD,dhYD,dlYD,dcYD,ihYD,ilYD,volYD,mdvYD,msvYD,mdcYD,mscYD,closeYD,doTD,dhTDbf,dlTDbf,ihTDbf,ilTDbf,volTDbf,mdvTDbf,msvTDbf,mdcTDbf,mscTDbf,iBID,tBID,prcBID,maxProfit,minProfit,lastProfit,imax,imin,hname,profit
1233,20241210,026910,-0.018,0.033,-0.023,-0.015,509,6,22341,10470,10573,105,125,1859,0,0.049,-0.016,12,2,1712,1368,344,13,18,1,93130,1905,0.0200472,-0.025622,0.0179475,0,320,광진실업,0.0179475
1232,20241210,025550,0.029,0.179,0.029,0.165,242,0,5781278,2930563,2665765,11127,12222,3780,0.019,0.021,-0.038,3,36,507850,314709,193141,752,495,5,93330,3780,0.0429735,-0.049619,0.00329101,7,314,한국선재,-0.048
1231,20241210,454910,-0.016,0.082,-0.088,-0.062,534,493,1360447,756617,562416,16058,16670,57400,-0.061,-0.057,-0.125,0,47,629190,406448,222742,4069,5038,7,93430,52400,0.0476183,-0.0172672,-0.00581679,170,634,두산로보틱스,-0.00581679
1230,20241210,051630,-0.04,0.275,-0.052,0.139,218,3,1409718,672347,708163,2613,3511,2860,0.012,0.084,-0.004,7,0,93575,51787,38106,205,153,17,93930,3005,0.0212945,-0.0901864,-0.00865557,106,308,진양화학,-0.048
1229,20241210,024070,-0.04,0.289,-0.095,0.18,593,12,852408,405801,415311,2714,3129,2490,0.096,0.129,0.014,10,33,162426,89563,72863,359,244,3,93230,2720,0.0733676,-0.15825,-0.0755294,64,516,WISCOM,-0.048
1228,20241210,023350,-0.041,0.19,-0.069,0.141,477,1,2514811,1237498,1212012,7247,9714,5580,0.027,0.063,-0.009,6,23,307969,174629,133340,750,808,4,93300,5770,0.0534593,-0.0921213,-0.000266898,185,318,한국종합기술,-0.048
1227,20241210,004100,-0.071,0.033,-0.164,-0.099,43,394,8531921,4820726,3443227,9501,9702,3125,-0.026,0.029,-0.043,32,2,1140983,611002,506429,977,1253,16,93900,3145,0.164932,-0.0163084,0.0472846,302,120,태양금속,0.09
1226,20241210,002070,-0.04,0.119,-0.103,0.033,343,3,5910701,3115357,2671396,6477,8523,1043,0.05,0.093,0.011,9,34,682861,358973,323888,703,872,35,94830,1104,0.0387609,-0.0871449,-0.0309855,88,287,비비안,-0.048
1225,20241210,000890,0.011,0.193,-0.034,0.115,431,58,7215409,3866023,3015653,5550,13105,485,-0.002,0.049,-0.012,9,1,1147526,611590,535936,400,1449,36,94900,497,0.0322052,-0.0382173,-0.0140724,100,294,보해양조,-0.0140724
1224,20241209,950170,0,0.024,-0.023,0.015,2,226,39171,24985,13185,222,201,4010,-0.029,-0.02,-0.09,30,46,17519,15293,2226,171,30,0,93100,3825,0.0306797,-0.0346797,-0.00592157,21,398,JTC,-0.00592157
1223,20241209,475960,0.02,0.06,-0.022,-0.007,11,226,690274,371506,287666,4641,3958,13300,-0.075,-0.023,-0.092,11,4,205035,124401,80634,952,657,5,93330,12630,0.0637165,-0.00120823,0.0154188,121,0,토모큐브,0.0154188
1222,20241209,465480,-0.003,0.009,-0.17,-0.146,8,227,572383,356257,187348,3563,3185,7830,-0.063,-0.045,-0.109,9,43,73763,48877,24886,515,245,62,100200,7300,-0.002,-0.0609041,-0.0513151,0,356,인스피언,-0.048
1221,20241209,464500,-0.005,-0.004,-0.136,-0.096,7,235,942517,578345,320429,3068,2976,4150,-0.055,-0.052,-0.13,0,40,152621,118161,34460,647,250,61,100130,3820,-0.000691099,-0.067445,-0.0595916,0,221,아이언디바이스,-0.048
1220,20241209,452160,0.024,0.024,-0.078,-0.05,0,227,54114,37900,14762,389,305,4530,-0.07,-0.062,-0.117,19,47,34832,30379,4453,123,66,165,105330,4155,-0.002,-0.0489314,-0.0441179,0,521,제이엔비,-0.048
1219,20241209,451220,-0.011,0.001,-0.059,-0.051,25,228,92028,65725,24652,956,696,6860,-0.096,-0.047,-0.109,15,3,48721,11215,20406,159,158,58,100000,6420,0.0026729,-0.0269221,-0.0113458,17,197,아이엠티,-0.0113458
1218,20241209,418620,0.009,0.031,-0.06,0.013,6,241,28153,15615,12183,381,304,8050,-0.015,-0.015,-0.079,0,7,5901,4184,1717,61,19,336,121900,7760,0.00057732,-0.0548351,-0.0200412,1,353,이에이트,-0.048
1217,20241209,412930,0.016,0.033,-0.02,0.002,11,206,93635,61907,29257,168,143,2250,-0.011,-0.011,-0.076,0,28,21917,17812,4105,39,26,140,104100,2170,0.00260829,-0.0549954,-0.018129,0,96,미래에셋비전스팩1호,-0.048
1216,20241209,376980,-0.008,0.132,-0.008,0.117,635,0,363468,180439,164716,1873,1982,4925,0.06,0.135,0.031,26,49,270526,150178,103747,842,850,18,94000,5390,0.0889091,-0.014987,-0.002,143,62,원티드랩,-0.002
1215,20241209,367000,-0.001,-0.001,-0.1,-0.001,0,107,27568,14904,10755,236,250,3990,-0.046,-0.009,-0.093,10,49,4385,2570,160,22,7,33,94730,3825,0.0136863,-0.0673595,0.0136863,633,279,플래티어,-0.048
1214,20241209,363260,0.012,0.144,0,0.02,12,231,3841202,2193849,1493804,7119,6950,1645,-0.073,-0.067,-0.126,0,23,239807,152202,77160,358,301,4,93300,1497,0.0126961,-0.0601162,-0.0601162,3,694,모비데이즈,-0.048
1213,20241209,357880,-0.014,0.003,-0.081,-0.056,41,214,1922591,1122365,764003,2651,2317,2805,-0.043,-0.004,-0.08,5,38,242549,140103,102446,459,258,128,103500,2680,0.0241194,-0.0561045,-0.0430448,278,545,비트나인,-0.048
1212,20241209,356680,0.036,0.05,-0.075,-0.045,0,233,2732564,1488495,985418,5734,6121,5360,0.008,0.019,-0.041,5,44,438723,346073,92650,1117,833,9,93530,5360,0.0390448,-0.0486418,-0.0243881,64,506,엑스게이트,-0.048
1211,20241209,355690,-0.01,0.015,-0.079,-0.049,3,527,20897,12225,8579,330,185,4955,-0.011,-0.006,-0.092,3,48,4870,1647,869,50,27,16,93900,4760,-0.00410084,-0.0671261,-0.0387647,0,498,에이텀,-0.048
1210,20241209,333050,-0.008,0.005,-0.036,-0.006,759,454,13937,7389,3966,34,24,1314,-0.037,-0.017,-0.087,10,31,15830,14088,1742,27,6,34,94800,1267,0.00904972,-0.0233102,-0.0233102,27,634,모코엠시스,-0.0233102
1209,20241209,328380,0,0,-0.092,-0.049,0,241,132728,83254,48602,346,234,846,-0.048,-0.039,-0.096,19,49,34976,27458,7518,83,40,66,100400,797,0.00678294,-0.0521882,-0.0421506,0,508,솔트웨어,-0.048
1208,20241209,323350,-0.016,-0.016,-0.135,-0.115,0,626,84194,56615,23104,463,361,4520,-0.02,-0.02,-0.104,0,9,2417,1887,530,19,17,70,100600,4345,0.0394269,-0.0687434,-0.0445777,421,218,다원넥스뷰,-0.048
1207,20241209,321550,0,0.025,-0.094,-0.024,9,231,96063,62132,32570,666,470,3885,-0.049,-0.01,-0.071,1,25,7667,5783,1884,74,40,57,95930,3755,0.000663116,-0.0366205,-0.0326258,4,581,티움바이오,-0.0326258
1206,20241209,310870,0,0.017,-0.019,0.008,34,29,155700,71809,82520,144,338,1472,-0.016,-0.016,-0.076,0,8,43097,20725,22372,55,71,4,93300,1416,0.00718079,-0.0203616,0.00435593,619,461,디와이씨,0.00435593
1205,20241209,305090,0.008,0.009,-0.092,-0.074,2,235,96585,53157,39169,910,491,11100,-0.032,-0.032,-0.101,0,44,81873,32980,48893,264,308,576,141900,10330,0.00961665,-0.0242652,-0.00587222,49,5,마이크로디지탈,-0.00587222
1204,20241209,289010,-0.002,0.083,-0.012,0.026,276,6,176762,65399,105292,491,617,2535,0.114,0.116,0.014,0,44,125777,81251,44526,470,437,119,103030,2700,-0.0112593,-0.129778,-0.129778,0,580,아이스크림에듀,-0.048
1203,20241209,250930,0,0,-0.05,-0.05,0,760,69885,21438,33024,79,467,378,-0.037,-0.037,-0.172,0,14,163921,47694,71667,116,122,76,100900,347,0.0614006,-0.0596369,-0.0596369,131,623,예선테크,-0.048
1202,20241209,241820,0,0.007,-0.076,-0.023,3,758,156297,104072,49635,433,317,593,-0.025,-0.02,-0.094,2,13,72061,52777,17355,146,50,107,102430,563,0.0495098,-0.0321954,-0.0126572,424,337,피씨엘,-0.0126572
1201,20241209,239340,0.002,0.03,-0.124,-0.094,1,225,632674,419647,178119,980,882,2115,-0.073,-0.063,-0.119,16,25,104882,61801,43081,278,232,303,120230,1940,0.0108866,-0.0215876,-0.0215876,97,396,이스트에이드,-0.0215876
1200,20241209,235980,-0.009,0.093,-0.043,-0.038,60,235,223883,136466,74548,894,2332,4475,-0.049,-0.032,-0.104,18,5,77715,48033,29682,277,668,1,93130,4240,0.0145094,-0.055066,-0.0503491,1,300,메드팩토,-0.048
1199,20241209,232830,-0.006,0.001,-0.101,-0.029,6,258,35403,16199,16938,303,353,1739,-0.03,-0.017,-0.096,4,49,4660,4064,596,146,27,4,93300,1657,0.012484,-0.044245,-0.029761,51,17,시큐센,-0.029761
1198,20241209,226400,0.006,0.079,-0.004,0.075,41,267,927335,471539,432114,1373,1548,5420,-0.011,0.098,-0.048,16,3,941903,440943,474939,1525,1688,137,103930,5670,0.0174004,-0.0460917,-0.0249277,10,514,오스테오닉,-0.0249277
1197,20241209,224110,-0.054,0.282,-0.099,0.179,404,7,4348614,2093384,2103948,20881,22744,21800,0.034,0.188,0.03,6,0,985330,459068,454196,5839,5860,218,112000,24750,0.119212,-0.0201818,0.0909293,467,15,에이텍모빌리티,0.09
1196,20241209,221840,0.029,0.029,-0.053,-0.04,0,241,23597,13405,9338,122,86,1383,0.02,0.061,-0.017,16,10,13806,7110,6295,44,38,2,93200,1425,0.0211579,-0.131825,-0.129719,0,539,하이즈항공,-0.048
1195,20241209,215790,0.007,0.007,-0.032,-0.032,0,628,107196,85448,18958,127,76,425,0.002,0.002,-0.059,0,43,38812,25281,13531,52,25,160,105100,418,0.0865167,-0.0402775,-0.0187464,223,98,이노인스트루먼트,-0.0187464
1194,20241209,215480,0,0,-0.034,-0.004,0,289,30624,19183,10294,122,115,2315,-0.007,0.054,-0.028,19,14,21296,7712,7774,34,71,278,115000,2380,0.0484202,-0.00830252,0.0169076,99,7,토박스코리아,0.0169076
1193,20241209,212560,-0.008,0.025,-0.049,-0.001,1,177,46068,26291,18769,459,455,7310,-0.085,-0.011,-0.086,25,0,12092,9189,2903,132,102,88,101500,6980,0.00802865,-0.0593066,-0.0593066,37,610,네오오토,-0.048
1192,20241209,208640,0,0.008,-0.086,-0.059,2,210,2307939,1311918,961292,901,1601,350,-0.043,-0.003,-0.063,10,44,378660,285488,93172,137,98,37,94930,341,-0.0166628,-0.0782463,-0.0635836,15,120,썸에이지,-0.048
1191,20241209,206560,-0.018,-0.003,-0.141,-0.13,0,700,900223,559544,308073,3111,2344,6440,-0.034,-0.022,-0.084,6,41,153454,93896,59558,499,381,19,94030,6150,0.0191382,-0.0166341,-0.0166341,118,672,덱스터,-0.0166341
1190,20241209,200230,0,0.099,-0.018,0.091,683,72,1388019,615561,709541,1028,950,598,0.003,0.015,-0.049,5,14,101792,44381,57411,160,143,246,113400,597,0.0197755,-0.0388509,-0.000324958,396,259,텔콘RF제약,-0.000324958
1189,20241209,196450,0,0.02,-0.111,-0.076,6,145,56522,24669,27001,193,364,738,0.014,0.014,-0.058,0,45,18603,15809,2794,33,29,318,121000,729,-0.000628258,-0.0966502,-0.0966502,0,190,코아시아씨엠,-0.048
1188,20241209,192390,0.001,0.007,-0.113,-0.075,1,649,990862,576538,398737,1383,1547,3510,0.02,0.02,-0.051,0,29,150307,97815,52492,280,133,37,94930,3495,0.0580858,-0.0263205,-0.0105837,174,609,윈하이텍,-0.0105837
1187,20241209,189860,-0.001,0.009,-0.09,-0.07,12,225,96180,58371,32357,597,334,3680,-0.049,0,-0.106,23,4,12545,4041,6535,83,72,130,103600,3530,0.00224929,-0.0558244,-0.0529915,1,258,서전기전,-0.048
1186,20241209,185490,0,0.045,-0.038,-0.038,30,509,58326,35916,21951,176,186,2760,-0.013,-0.013,-0.091,0,30,6282,5010,1272,63,24,37,94930,2645,0.018794,-0.0322457,-0.002,31,351,아이진,-0.002
1185,20241209,148930,0,0.006,-0.082,-0.057,1,511,34685,28040,5901,236,220,3375,-0.04,-0.04,-0.108,0,4,6261,4965,1296,70,26,34,94800,3155,0.0217718,-0.0511284,-0.0511284,84,665,에이치와이티씨,-0.048
1184,20241209,146060,-0.018,-0,-0.061,-0.022,2,213,219334,138472,70903,299,374,1095,-0.027,-0.027,-0.115,0,43,68169,34379,33790,110,60,84,101300,1030,0.00576699,-0.0602524,-0.0427767,0,581,율촌,-0.048
1183,20241209,138360,-0.011,-0.005,-0.048,-0.046,3,752,166318,66046,93127,95,85,710,-0.004,-0.004,-0.094,0,8,112968,105880,7088,52,43,105,102330,689,0.00670827,-0.113756,-0.08618,34,586,협진,-0.048
1182,20241209,138070,-0.006,0.009,-0.102,-0.078,21,636,792126,484934,298854,752,850,2430,-0.021,-0.008,-0.074,3,45,165399,126162,35022,159,122,50,95600,2355,0.0404628,-0.0211083,0.0107389,118,13,신진에스엠,0.0107389
1181,20241209,129920,-0.006,0.001,-0.081,-0.053,24,225,120533,71914,45870,471,361,3315,-0.038,-0.038,-0.109,0,5,11296,7562,3592,72,25,20,94100,3105,0.0704638,-0.0100515,-0.002,21,619,대성하이텍,-0.002
1180,20241209,127120,0,0.025,-0.033,-0.017,17,162,205598,135998,67554,357,337,4265,-0.05,-0.03,-0.097,4,50,77357,65276,12081,164,79,13,93730,4030,0.0339801,-0.0379801,-0.00944417,291,260,디엔에이링크,-0.00944417
1179,20241209,124500,-0.018,0.02,-0.061,-0.024,3,229,128366,85990,41415,454,368,5320,-0.009,-0.009,-0.075,0,6,35509,27884,7625,112,72,23,94230,5170,-0.00973694,-0.0638956,-0.0629284,42,657,아이티센,-0.048
1178,20241209,123330,0.001,0.03,-0.064,-0,737,234,223265,127353,94398,1611,1336,17150,-0.024,0.008,-0.067,19,34,40765,31284,9481,370,148,26,94400,16830,0.0306797,-0.00913012,0.0122602,367,657,제닉,0.0122602
1177,20241209,109960,-0.011,0.009,-0.034,-0.025,42,234,393933,254066,132560,241,195,426,-0.042,0.031,-0.042,26,0,210252,39177,171075,61,107,60,100100,427,0.0987026,-0.00668384,0.0448384,593,136,AP헬스케어,0.09
1176,20241209,109670,-0.005,0.004,-0.139,-0.105,2,526,120711,43478,65712,574,604,7530,-0.042,-0.042,-0.135,0,41,19740,14126,5614,133,84,63,100230,6930,-0.002,-0.0539481,-0.00777201,0,583,씨싸이트,-0.048
1175,20241209,109080,-0.012,0.003,-0.036,-0.008,14,559,8751,3751,2799,86,59,7180,-0.018,-0.017,-0.082,4,19,6726,4522,1993,81,12,383,124230,6880,0.0125349,-0.0441512,-0.0441512,12,316,옵티시스,-0.0441512
1174,20241209,101390,0.011,0.115,-0.299,0.035,652,5,186519,80692,90403,403,520,2385,-0.061,-0.015,-0.073,2,48,11979,8998,2981,53,35,259,114030,2300,0.0393043,-0.0193913,-0.00634783,167,379,아이엠,-0.00634783
1173,20241209,099390,-0.01,0.012,-0.044,-0.019,44,228,29679,23172,6222,351,335,4955,-0.002,0.019,-0.047,7,48,3324,1990,1334,63,46,4,93300,4925,0.00409137,-0.0558071,-0.0517462,18,694,브레인즈컴퍼니,-0.048
1172,20241209,091340,-0.01,0.014,-0.05,-0.012,29,550,35911,19955,15308,239,124,2390,-0.019,-0.019,-0.121,0,29,12587,7657,4930,81,31,44,95300,2270,0.00681057,-0.0240264,-0.0108106,27,482,S&K폴리텍,-0.0108106
1171,20241209,090150,0.001,0.031,-0.067,0.001,52,228,123736,67251,55362,270,253,751,-0.019,-0.019,-0.083,0,43,25843,20240,5603,58,17,31,94630,720,0.023,-0.0311667,0.0160556,132,658,아이윈,0.0160556
1170,20241209,088290,0,0.017,-0.049,-0.037,26,293,55275,13809,40339,96,163,915,-0.022,-0.022,-0.09,0,50,10151,8464,1687,31,16,607,143430,879,0.00368828,-0.0509192,-0.0486439,16,79,이원컴포텍,-0.048
1169,20241209,088130,-0.025,0.001,-0.063,0,753,241,75283,36284,38318,250,279,3795,-0.005,-0.005,-0.075,0,28,14955,12497,2458,66,20,51,95630,3680,0.046913,-0.0536304,-0.0373261,0,216,동아엘텍,-0.048
1168,20241209,079000,-0.004,0.144,-0.025,0.123,398,0,147100,73765,68812,856,954,5840,-0.044,0.017,-0.044,38,0,33621,8015,25606,87,89,11,93630,5810,0.0444716,-0.0329811,0.0444716,688,85,와토스코리아,0.0444716
1167,20241209,067770,-0.03,-0.005,-0.058,-0.005,0,321,18021,11238,6010,269,175,2150,-0.014,-0.014,-0.1,0,48,2063,956,1107,23,119,70,100600,2055,0.0198978,-0.0238978,0.0198978,599,104,세진티에스,0.0198978
1166,20241209,059120,-0.021,0.015,-0.073,-0.023,64,248,72700,35306,32022,400,480,6400,-0.067,-0.063,-0.117,7,44,31405,20273,11132,268,83,78,101000,5880,-0.002,-0.115946,-0.115946,1,621,아진엑스텍,-0.048
1165,20241209,058400,-0.008,0.061,-0.016,0.03,149,32,1989551,993835,893561,1378,2123,796,0.079,0.129,0.05,13,28,3384228,1539277,1699326,1690,2297,3,93230,870,0.0209885,-0.0387816,0.014092,540,152,KNN,0.014092
1164,20241209,057540,-0.005,0.008,-0.033,-0,263,74,468543,232984,226960,533,560,731,-0.005,-0.005,-0.068,0,29,121727,98771,22956,125,54,425,130330,711,0.0317553,-0.0273165,-0.00059353,19,36,옴니시스템,-0.00059353
1163,20241209,053290,0.03,0.065,-0.038,0.001,347,233,555117,314837,231546,1485,1453,3390,-0.038,-0.034,-0.094,0,49,55899,43693,12206,205,118,10,93600,3200,0.001125,-0.0441875,-0.0395,27,680,NE능률,-0.0395
1162,20241209,053280,0.004,0.031,-0.078,-0.043,1,229,865049,558024,274669,2075,1999,5300,-0.047,-0.021,-0.085,0,46,168940,120159,48781,373,359,378,124000,5070,0.0118067,-0.0158067,0.00194477,150,58,예스24,0.00194477
1161,20241209,052020,-0.006,0.006,-0.046,-0.021,12,128,292780,217950,67015,680,465,4925,-0.188,-0.104,-0.189,27,0,1257140,542013,675073,2004,1836,80,101100,4250,0.105059,-0.000823529,0.0509412,142,4,에스티큐브,0.09
1160,20241209,046970,0,0.008,-0.08,-0.029,1,223,896968,522752,351193,1201,1645,1182,-0.049,-0.018,-0.094,8,41,185371,133781,51590,392,306,81,101130,1134,0.013873,-0.0319824,-0.0266914,0,305,우리로,-0.0266914
1159,20241209,045660,-0.039,0.293,-0.098,0.209,403,7,7593867,3666596,3680142,40712,48563,29500,0.086,0.249,0.085,7,0,1418793,717939,653555,10746,12156,333,121730,35050,0.0793124,-0.00913267,0.0707532,355,110,에이텍,0.0707532
1158,20241209,044180,-0.01,0.098,-0.022,0.012,274,10,1822317,917766,821970,890,1554,414,-0.017,0.053,-0.017,3,0,224125,82417,141708,61,128,3,93230,426,0.0942441,-0.0372113,-0.002,431,299,KD,0.09
1157,20241209,043590,0,0.015,-0.097,-0.077,2,86,434928,267220,138637,798,499,597,-0.044,-0.03,-0.099,0,45,35756,20534,15222,81,30,65,100330,564,0.0015461,-0.0480993,-0.0427801,26,309,웰킵스하이텍,-0.048
1156,20241209,042420,-0.035,-0.014,-0.123,-0.101,13,235,268101,153490,92878,2705,2547,21900,0.027,0.034,-0.037,6,44,36561,24394,12167,543,446,11,93630,22100,0.00252489,-0.0947602,-0.0947602,0,688,네오위즈홀딩스,-0.048
1155,20241209,039610,0.018,0.08,-0.082,-0.035,14,233,3134601,1673505,1365192,8485,8534,7620,0.026,0.037,-0.028,1,43,266569,180495,86074,1005,730,58,100000,7710,-0.0149702,-0.0953852,-0.0876031,0,579,화성밸브,-0.048
1154,20241209,038950,-0.009,-0.002,-0.073,-0.06,29,163,28237,13511,11065,152,200,2960,0,0,-0.068,0,27,2077,1111,225,17,11,54,95800,2885,0.0257296,-0.0557262,-0.0557262,0,645,파인디지털,-0.048
1153,20241209,037440,-0.011,0.017,-0.089,-0.056,1,226,572444,333751,219607,1736,1128,4650,-0.086,-0.026,-0.086,2,0,67553,41155,18473,251,161,5,93330,4425,0.00138983,-0.0336384,-0.00764972,136,464,희림,-0.00764972
1152,20241209,037370,-0.008,0.028,-0.1,-0.068,19,242,53067,33416,18201,305,257,5600,-0.036,-0.027,-0.089,3,14,9136,7327,1809,77,38,64,100300,5340,0.00174532,-0.0544345,-0.0300899,0,223,EG,-0.048
1151,20241209,036000,0.094,0.269,0.015,0.015,7,760,7589481,4022836,3291411,29241,34827,2000,-0,0.03,-0.1,1,45,413012,224270,159367,780,503,341,122130,1949,-0.00405233,-0.0492037,-0.0271411,0,154,예림당,-0.048
1150,20241209,035900,0.003,0.03,-0.037,-0.001,92,228,1178974,589749,559790,13589,17189,72400,-0.072,-0.058,-0.115,6,47,600146,362517,237629,5705,4476,6,93400,66800,0.0309341,-0.00499401,0.00249102,78,1,JYP Ent.,0.00249102
1149,20241209,035620,0.03,0.052,-0.057,-0.057,21,760,288033,104054,149295,183,803,377,-0.034,-0.027,-0.085,1,46,28521,20958,7563,37,40,144,104300,361,0.0118504,-0.0158504,-0.0130803,137,1,바른손이앤에이,-0.0130803
1148,20241209,030350,0,0.3,-0.102,0.3,567,164,2795169,1365153,1247869,5444,7969,1244,0.035,0.041,-0.112,1,14,908249,562767,306927,1023,1323,100,102100,1222,0.310602,-0.00445499,0.213221,409,20,드래곤플라이,0.09
1147,20241209,027040,-0.008,0.004,-0.06,-0.056,6,639,374359,259582,100858,112,95,221,-0.032,-0.027,-0.091,1,49,34977,31949,3028,53,19,278,115000,211,0.00747867,-0.058872,-0.0399147,1,169,서울전자통신,-0.048
1146,20241209,020400,-0.022,-0.011,-0.115,-0.076,3,232,134452,88403,42574,924,534,6850,-0.022,0.054,-0.047,26,1,22352,13894,8458,197,128,9,93530,6840,0.0228538,-0.0283158,-0.0107719,571,365,대동금속,-0.0107719
1145,20241209,018700,-0.012,0,-0.026,-0.012,15,233,85222,53921,24368,154,163,995,0.035,0.035,-0.037,0,47,6882,4144,2738,45,50,174,105800,1004,0.0129402,-0.0239124,-0.0239124,38,525,바른손,-0.0239124
1144,20241209,015710,0.003,0.054,-0.081,-0.03,3,228,857027,528138,307312,2406,2120,4335,-0.043,-0.035,-0.098,7,43,102463,67696,34767,293,151,335,121830,4110,0.00164964,-0.0433625,-0.0433625,5,364,코콤,-0.0433625
1143,20241209,007720,0.27,0.299,0.172,0.172,4,760,24303015,14454557,8727652,23116,26157,906,-0.072,-0.064,-0.117,15,41,863469,594547,268922,711,612,20,94100,828,0.0124928,-0.0273623,-0.0273623,127,278,대명소노시즌,-0.0273623
1142,20241209,006920,-0.002,0.078,-0.043,0.054,453,240,210473,49761,155069,553,862,2920,-0.009,-0.007,-0.069,1,27,34917,24070,10847,108,49,152,104700,2830,0.0898728,-0.00906714,0.0156678,231,10,모헨즈,0.0156678
1141,20241209,308170,0,0.002,-0.057,-0.055,0,62,8433,4373,3009,186,238,5310,-0.034,-0.006,-0.067,0,8,2602,1497,964,31,16,144,104300,5160,0.00381395,-0.0175039,-0.00781395,78,35,씨티알모빌리티,-0.00781395
1140,20241209,183190,-0.012,-0.003,-0.031,-0.011,8,210,49816,23660,25287,1028,797,10290,-0.024,-0.024,-0.089,0,10,16854,11764,5090,189,170,82,101200,9980,-0.00500601,-0.0200361,-0.00901403,536,614,아세아시멘트,-0.00901403
1139,20241209,044380,-0.026,-0,-0.032,-0.026,4,247,197862,85396,108746,150,167,301,-0.033,-0.033,-0.1,0,25,24206,12272,7400,36,42,113,102730,284,0.0226479,-0.030169,-0.0160845,67,293,주연테크,-0.0160845
1138,20241209,025620,-0.008,0.007,-0.069,-0.047,497,172,14254,9676,4242,130,121,4050,-0.021,-0.021,-0.086,0,39,2392,2208,184,71,10,16,93900,3865,0.0329288,-0.0252859,-0.0252859,60,657,제이준코스메틱,-0.0252859
1137,20241209,014130,0,0.053,-0.024,0.021,140,268,98818,51127,47297,386,1319,3440,-0.029,-0.029,-0.09,0,18,10364,8819,1545,94,20,162,105200,3295,-0.000482549,-0.0672504,-0.0429712,0,140,한익스프레스,-0.048
1136,20241209,013520,-0.005,0.006,-0.03,-0.012,31,226,65174,30154,34343,211,171,1530,-0.001,-0.001,-0.075,0,8,12636,10635,1559,40,40,29,94530,1480,0.00340541,-0.0560541,-0.0445676,0,490,화승코퍼레이션,-0.048
1135,20241209,008700,-0.019,0.002,-0.098,-0.024,1,228,483195,318786,138282,528,553,1100,0.127,0.16,0.084,3,17,1675109,1103009,572100,2134,1706,12,93700,1243,0.0864956,-0.0213081,0.0285712,464,49,아남전자,0.0285712
1134,20241209,006890,-0.002,0.003,-0.054,-0.019,1,246,94990,71912,21870,391,445,10370,-0.023,-0.009,-0.073,1,44,41353,34061,7292,236,116,175,105830,9950,0.0181005,-0.0291357,0.0130754,520,484,태경케미컬,0.0130754
1133,20241209,006370,0.009,0.009,-0.045,-0.025,0,235,16708,12188,4395,272,454,5460,-0.022,-0.011,-0.075,15,6,3204,2585,519,36,30,33,94730,5280,0.0207273,-0.0266212,-0.0266212,26,666,대구백화점,-0.0266212
1132,20241209,006200,-0.006,0.078,-0.049,-0,496,441,89099,30204,58682,165,235,680,-0.004,-0.001,-0.059,5,40,13559,9013,4546,41,46,301,120130,665,0.00401504,-0.045609,-0.0170376,124,22,한국전자홀딩스,-0.0170376
1131,20241209,004560,-0.009,0.01,-0.078,-0.053,0,227,146227,90296,51872,1589,987,11000,-0.041,-0,-0.101,14,2,32329,18770,9836,210,158,51,95630,10560,0.00178788,-0.0512424,-0.0446136,0,647,현대비앤지스틸,-0.048
1130,20241209,002787,-0.001,0.02,-0.047,-0.021,60,300,7,0,0,0,0,9970,0.022,0.022,-0.07,0,50,102,0,0,0,0,59,100030,9840,0.0335691,-0.0741545,-0.0741545,0,640,진흥기업2우B,-0.048
1129,20241209,002450,-0.007,-0,-0.007,-0.002,2,0,302300,294877,5209,111,714,1096,-0.009,-0.002,-0.06,0,15,26756,20312,6444,43,114,211,111630,1076,0.0110112,-0.012223,-0.00571747,89,216,삼익악기,-0.00571747
1128,20241206,363260,0.002,0.021,-0.028,-0.028,4,758,310744,160685,128530,713,606,1612,0.11,0.144,0.066,2,37,1031131,594236,374228,1890,2191,346,122400,1778,-0.00987402,-0.0835523,-0.0768031,1,352,모비데이즈,-0.048
1127,20241206,321820,0.002,0.003,-0.036,-0.036,2,760,160392,108182,46636,1219,925,16930,-0.255,-0.174,-0.299,20,39,765922,415464,300115,2513,2732,42,95200,13050,0.135165,-0.0334176,0.0393793,286,116,아티스트유나이티드,0.09
1126,20241206,299900,0.015,0.027,-0.07,-0.07,7,760,1723694,1152267,526572,2099,6034,1631,-0.109,-0.064,-0.16,16,49,1735171,950443,784728,1636,2457,49,95530,1464,0.0225902,-0.0306885,-0.0218087,56,117,위지윅스튜디오,-0.0218087
1125,20241206,200350,-0.036,-0.022,-0.066,-0.057,42,754,484301,329297,126175,3056,3178,16910,-0.197,-0.143,-0.261,17,44,1147378,631993,515385,6518,4989,12,93700,13660,0.192729,-0.00126794,0.099757,94,0,아티스트스튜디오,0.09
1124,20241206,193250,-0.005,-0.005,-0.046,-0.032,0,519,144895,80351,63232,174,219,398,0.108,0.113,0.033,0,22,186767,113902,69370,368,329,236,112900,433,0.00492841,-0.0666651,-0.0666651,0,463,링크드,-0.048
1123,20241206,144510,0.002,0.008,-0.032,-0.025,15,688,76998,45029,28947,853,1003,23200,0,0.069,0,6,0,15311,6497,8814,198,221,547,140430,23700,0.0127679,-0.0252068,-0.0125485,6,85,지씨셀,-0.0125485
